Frequency,Asset,Model,Value,What
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5142152576792477,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5714285714285714, 0: 0.42857142857142855}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5159362850480795,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5166748925758219,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5158730158730159, 1: 0.48412698412698413}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.49790663561610743,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5634920634920635, 0: 0.4365079365079365}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5244708588931932,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5634920634920635, 0: 0.4365079365079365}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5065402842166048,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.6031746031746031, 0: 0.3968253968253968}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5025150564023025,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5079365079365079, 0: 0.49206349206349204}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.509822357322081,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5, 1: 0.5}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5352791630388863,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5062207510558155,FINAL TEST
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5059607074105203,F1 FINAL TEST
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5111288665677434, 0: 0.4888711334322566}",DESBALANCEO REAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5118137198949891, 0: 0.48818628010501086}",DESBALANCEO PREDICCIÓN
1h,ETHUSDT_1h,GradientBoostingClassifier,0.525532733841209,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5714285714285714, 1: 0.42857142857142855}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.49373624419205964,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5396825396825397, 0: 0.4603174603174603}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5220792578955926,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5396825396825397, 1: 0.4603174603174603}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.48771355235432595,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5158730158730159, 1: 0.48412698412698413}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5151507933959071,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5396825396825397, 1: 0.4603174603174603}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.501907127039261,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.6349206349206349, 1: 0.36507936507936506}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5308291193109647,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5238095238095238, 1: 0.47619047619047616}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5278617064054165,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5396825396825397, 1: 0.4603174603174603}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5148587178318642,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5476190476190477, 1: 0.4523809523809524}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5102819348220858,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5129551421070654,FINAL TEST
1h,ETHUSDT_1h,GradientBoostingClassifier,0.512140525167925,F1 FINAL TEST
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5079328843739299, 0: 0.4920671156260701}",DESBALANCEO REAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5487957995662596, 1: 0.45120420043374043}",DESBALANCEO PREDICCIÓN
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5561577232083307,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5555555555555556, 0: 0.4444444444444444}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.49771807925090705,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5317460317460317, 1: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5177343690183652,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5, 1: 0.5}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5079870725696333,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5476190476190477, 1: 0.4523809523809524}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5213226699783783,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5, 1: 0.5}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.518175409197911,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5459918401393006,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5555555555555556, 0: 0.4444444444444444}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.4948669752152993,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5476190476190477, 1: 0.4523809523809524}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.520365429511276,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5439688937819487,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5138682798767265,FINAL TEST
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5137997666406647,F1 FINAL TEST
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.502454057755964, 0: 0.4975459422440361}",DESBALANCEO REAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5143248487615569, 1: 0.4856751512384431}",DESBALANCEO PREDICCIÓN
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5369666901850809,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.626984126984127, 0: 0.373015873015873}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5306118897795409,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5194784478359029,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.6428571428571429, 0: 0.35714285714285715}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5391632138805408,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.6031746031746031, 0: 0.3968253968253968}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5298503452212064,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.626984126984127, 0: 0.373015873015873}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.538328991368905,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5793650793650794, 0: 0.42063492063492064}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5487224415038235,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.6190476190476191, 0: 0.38095238095238093}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5070046419569165,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5793650793650794, 0: 0.42063492063492064}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5497896523555196,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.6666666666666666, 0: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5384049818606564,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5714285714285714, 0: 0.42857142857142855}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.513982422097934,FINAL TEST
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5138669930042519,F1 FINAL TEST
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5145531332039721, 0: 0.48544686679602783}",DESBALANCEO REAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5299623330670015, 1: 0.47003766693299853}",DESBALANCEO PREDICCIÓN
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5017123271466273,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.5634920634920635, 1: 0.4365079365079365}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5202541567252019,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.6666666666666666, 1: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5075239202199169,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.5555555555555556, 1: 0.4444444444444444}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5325362703926786,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.6428571428571429, 1: 0.35714285714285715}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5005198684308072,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5, 0: 0.5}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5254118570391073,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.5952380952380952, 1: 0.40476190476190477}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5040199544554798,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.6111111111111112, 1: 0.3888888888888889}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.529926404754748,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.5238095238095238, 1: 0.47619047619047616}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5190721547892603,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.5873015873015873, 1: 0.4126984126984127}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5274950085845969,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5476190476190477, 0: 0.4523809523809524}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.6031746031746031, 1: 0.3968253968253968}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5177491153977857,FINAL TEST
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5038570307347409,F1 FINAL TEST
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5053076132861546, 0: 0.49469238671384547}",DESBALANCEO REAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.6726401095765323, 1: 0.32735989042346764}",DESBALANCEO PREDICCIÓN
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5654303440532743,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5714285714285714, 1: 0.42857142857142855}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5067842127437225,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.6587301587301587, 1: 0.3412698412698413}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5030628903222971,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.6507936507936508, 1: 0.3492063492063492}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.49496887404386136,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.6111111111111112, 1: 0.3888888888888889}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5006937900828774,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.626984126984127, 1: 0.373015873015873}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5150517189548556,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.6190476190476191, 1: 0.38095238095238093}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5131508297550603,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.6746031746031746, 1: 0.3253968253968254}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5179967098338993,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.6904761904761905, 1: 0.30952380952380953}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5177101860983953,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5873015873015873, 1: 0.4126984126984127}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5165123520929876,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5238095238095238, 0: 0.47619047619047616}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5873015873015873, 1: 0.4126984126984127}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5074763154890994,FINAL TEST
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5074042055598306,F1 FINAL TEST
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5064490354982308, 1: 0.4935509645017692}",DESBALANCEO REAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5056500399497774, 1: 0.4943499600502226}",DESBALANCEO PREDICCIÓN
1h,TRXUSDT_1h,GradientBoostingClassifier,0.4840403653319104,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.6031746031746031, 1: 0.3968253968253968}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.48505184821498676,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.6666666666666666, 1: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.48311493801754307,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.6904761904761905, 1: 0.30952380952380953}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.46999853194706986,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5079365079365079, 0: 0.49206349206349204}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.47838039553639566,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.6428571428571429, 1: 0.35714285714285715}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.4706327262048128,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.6587301587301587, 1: 0.3412698412698413}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.4971180179133238,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.746031746031746, 1: 0.25396825396825395}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.4881572877281428,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.6904761904761905, 1: 0.30952380952380953}",DESBALANCEO PREDICCIÓN VAL
