Frequency,Asset,Model,Accuracy,Vald/Test
1d,LINKUSDT_1d,RandomForestClassifier,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO REAL
1d,LINKUSDT_1d,RandomForestClassifier,"{0: 0.5273224043715847, 1: 0.4726775956284153}",DESBALANCEO PREDICCIÓN
1d,AVAXUSDT_1d,RandomForestClassifier,0.5296773123913316,F1 VALIDATION
1d,AVAXUSDT_1d,RandomForestClassifier,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
1d,AVAXUSDT_1d,RandomForestClassifier,"{0: 0.5308641975308642, 1: 0.4691358024691358}",DESBALANCEO PREDICCIÓN VAL
1d,AVAXUSDT_1d,RandomForestClassifier,0.5,FINAL TEST
1d,AVAXUSDT_1d,RandomForestClassifier,0.49765620898365726,F1 FINAL TEST
1d,AVAXUSDT_1d,RandomForestClassifier,"{0: 0.5382513661202186, 1: 0.46174863387978143}",DESBALANCEO REAL
1d,AVAXUSDT_1d,RandomForestClassifier,"{0: 0.5300546448087432, 1: 0.46994535519125685}",DESBALANCEO PREDICCIÓN
1d,BTCUSDT_1d,GradientBoostingClassifier,0.4277206844344212,F1 VALIDATION
1d,BTCUSDT_1d,GradientBoostingClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,GradientBoostingClassifier,"{0: 0.6790123456790124, 1: 0.32098765432098764}",DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,GradientBoostingClassifier,0.5081967213114754,FINAL TEST
1d,BTCUSDT_1d,GradientBoostingClassifier,0.5072550486163051,F1 FINAL TEST
1d,BTCUSDT_1d,GradientBoostingClassifier,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO REAL
1d,BTCUSDT_1d,GradientBoostingClassifier,"{0: 0.5655737704918032, 1: 0.4344262295081967}",DESBALANCEO PREDICCIÓN
1d,ETHUSDT_1d,GradientBoostingClassifier,0.4428911285844306,F1 VALIDATION
1d,ETHUSDT_1d,GradientBoostingClassifier,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
1d,ETHUSDT_1d,GradientBoostingClassifier,"{1: 0.5185185185185185, 0: 0.48148148148148145}",DESBALANCEO PREDICCIÓN VAL
1d,ETHUSDT_1d,GradientBoostingClassifier,0.49453551912568305,FINAL TEST
1d,ETHUSDT_1d,GradientBoostingClassifier,0.4945317457355082,F1 FINAL TEST
1d,ETHUSDT_1d,GradientBoostingClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
1d,ETHUSDT_1d,GradientBoostingClassifier,"{0: 0.5163934426229508, 1: 0.48360655737704916}",DESBALANCEO PREDICCIÓN
1d,XRPUSDT_1d,GradientBoostingClassifier,0.4888436215702979,F1 VALIDATION
1d,XRPUSDT_1d,GradientBoostingClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,XRPUSDT_1d,GradientBoostingClassifier,"{1: 0.6666666666666666, 0: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
1d,XRPUSDT_1d,GradientBoostingClassifier,0.5136612021857924,FINAL TEST
1d,XRPUSDT_1d,GradientBoostingClassifier,0.510798065659448,F1 FINAL TEST
1d,XRPUSDT_1d,GradientBoostingClassifier,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO REAL
1d,XRPUSDT_1d,GradientBoostingClassifier,"{1: 0.5683060109289617, 0: 0.43169398907103823}",DESBALANCEO PREDICCIÓN
1d,BNBUSDT_1d,GradientBoostingClassifier,0.4625314421014517,F1 VALIDATION
1d,BNBUSDT_1d,GradientBoostingClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BNBUSDT_1d,GradientBoostingClassifier,"{0: 0.6419753086419753, 1: 0.35802469135802467}",DESBALANCEO PREDICCIÓN VAL
1d,BNBUSDT_1d,GradientBoostingClassifier,0.4781420765027322,FINAL TEST
1d,BNBUSDT_1d,GradientBoostingClassifier,0.4778263305322129,F1 FINAL TEST
1d,BNBUSDT_1d,GradientBoostingClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
1d,BNBUSDT_1d,GradientBoostingClassifier,"{1: 0.505464480874317, 0: 0.49453551912568305}",DESBALANCEO PREDICCIÓN
1d,SOLUSDT_1d,GradientBoostingClassifier,0.4888386118499863,F1 VALIDATION
1d,SOLUSDT_1d,GradientBoostingClassifier,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
1d,SOLUSDT_1d,GradientBoostingClassifier,"{0: 0.6172839506172839, 1: 0.38271604938271603}",DESBALANCEO PREDICCIÓN VAL
1d,SOLUSDT_1d,GradientBoostingClassifier,0.4672131147540984,FINAL TEST
1d,SOLUSDT_1d,GradientBoostingClassifier,0.4617119325424061,F1 FINAL TEST
1d,SOLUSDT_1d,GradientBoostingClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,SOLUSDT_1d,GradientBoostingClassifier,"{0: 0.6147540983606558, 1: 0.38524590163934425}",DESBALANCEO PREDICCIÓN
1d,ADAUSDT_1d,GradientBoostingClassifier,0.4553057079339702,F1 VALIDATION
1d,ADAUSDT_1d,GradientBoostingClassifier,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
1d,ADAUSDT_1d,GradientBoostingClassifier,"{0: 0.5308641975308642, 1: 0.4691358024691358}",DESBALANCEO PREDICCIÓN VAL
1d,ADAUSDT_1d,GradientBoostingClassifier,0.5,FINAL TEST
1d,ADAUSDT_1d,GradientBoostingClassifier,0.49801764260606923,F1 FINAL TEST
1d,ADAUSDT_1d,GradientBoostingClassifier,"{0: 0.5081967213114754, 1: 0.4918032786885246}",DESBALANCEO REAL
1d,ADAUSDT_1d,GradientBoostingClassifier,"{0: 0.5546448087431693, 1: 0.4453551912568306}",DESBALANCEO PREDICCIÓN
1d,TRXUSDT_1d,GradientBoostingClassifier,0.4966043120911839,F1 VALIDATION
1d,TRXUSDT_1d,GradientBoostingClassifier,"{1: 0.6419753086419753, 0: 0.35802469135802467}",DESBALANCEO REAL VAL
1d,TRXUSDT_1d,GradientBoostingClassifier,"{0: 0.6049382716049383, 1: 0.3950617283950617}",DESBALANCEO PREDICCIÓN VAL
1d,TRXUSDT_1d,GradientBoostingClassifier,0.4890710382513661,FINAL TEST
1d,TRXUSDT_1d,GradientBoostingClassifier,0.48320308075659757,F1 FINAL TEST
1d,TRXUSDT_1d,GradientBoostingClassifier,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO REAL
1d,TRXUSDT_1d,GradientBoostingClassifier,"{1: 0.5737704918032787, 0: 0.4262295081967213}",DESBALANCEO PREDICCIÓN
1d,LINKUSDT_1d,GradientBoostingClassifier,0.4970531011704759,F1 VALIDATION
1d,LINKUSDT_1d,GradientBoostingClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,LINKUSDT_1d,GradientBoostingClassifier,"{0: 0.7407407407407407, 1: 0.25925925925925924}",DESBALANCEO PREDICCIÓN VAL
1d,LINKUSDT_1d,GradientBoostingClassifier,0.4781420765027322,FINAL TEST
1d,LINKUSDT_1d,GradientBoostingClassifier,0.47386484228589487,F1 FINAL TEST
1d,LINKUSDT_1d,GradientBoostingClassifier,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO REAL
1d,LINKUSDT_1d,GradientBoostingClassifier,"{0: 0.5792349726775956, 1: 0.4207650273224044}",DESBALANCEO PREDICCIÓN
1d,AVAXUSDT_1d,GradientBoostingClassifier,0.5056526451821114,F1 VALIDATION
1d,AVAXUSDT_1d,GradientBoostingClassifier,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
1d,AVAXUSDT_1d,GradientBoostingClassifier,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO PREDICCIÓN VAL
1d,AVAXUSDT_1d,GradientBoostingClassifier,0.48360655737704916,FINAL TEST
1d,AVAXUSDT_1d,GradientBoostingClassifier,0.4835718605119935,F1 FINAL TEST
1d,AVAXUSDT_1d,GradientBoostingClassifier,"{0: 0.5382513661202186, 1: 0.46174863387978143}",DESBALANCEO REAL
1d,AVAXUSDT_1d,GradientBoostingClassifier,"{1: 0.5300546448087432, 0: 0.46994535519125685}",DESBALANCEO PREDICCIÓN
